1,"heidelberg ,bangalore",49.3987524,8.6724335,"chemistry, organic"
1,"heidelberg ,bangalore",12.9715987,77.5945627,"chemistry, organic"
3,los angeles,34.0522342,-118.2436849,polymer science
4,stuttgart,48.7754181,9.1817588,"chemistry, inorganic & nuclear ,chemistry, organic"
5,cambridge,42.3736158,-71.1097335,polymer science
6,cambridge,42.3736158,-71.1097335,"chemistry, physical ,materials science, multidisciplinary"
7,lund,55.7046601,13.1910073,"chemistry, inorganic & nuclear ,crystallography"
8,"cardiff ,turku ,jyvaskyla",51.481581,-3.17909,"chemistry, inorganic & nuclear ,crystallography"
8,"cardiff ,turku ,jyvaskyla",60.449249,22.259239,"chemistry, inorganic & nuclear ,crystallography"
8,"cardiff ,turku ,jyvaskyla",62.2426423,25.7473827,"chemistry, inorganic & nuclear ,crystallography"
9,vancouver,49.261226,-123.1139268,"chemistry, inorganic & nuclear"
10,oxford,51.751724,-1.255285,"chemistry, inorganic & nuclear ,chemistry, organic"
11,"saratov ,andizhan",51.5330556,46.0344444,"chemistry, inorganic & nuclear"
11,"saratov ,andizhan",40.7833333,72.3333333,"chemistry, inorganic & nuclear"
12,villeurbanne,45.771944,4.8901709,"chemistry, physical"
13,gainesville,29.6516344,-82.3248262,polymer science
14,guelph,43.539102,-80.247622,"chemistry, inorganic & nuclear ,crystallography"
15,lund,55.7046601,13.1910073,"chemistry, inorganic & nuclear ,crystallography"
16,"newark ,wilmington ,eindhoven",40.735657,-74.1723667,"chemistry, physical"
16,"newark ,wilmington ,eindhoven",34.2257255,-77.9447102,"chemistry, physical"
16,"newark ,wilmington ,eindhoven",51.441642,5.4697225,"chemistry, physical"
18,"la jolla ,urbana",32.8662854,-117.2485721,"chemistry, organic"
18,"la jolla ,urbana",40.1105875,-88.2072697,"chemistry, organic"
20,bristol,51.454513,-2.58791,"chemistry, inorganic & nuclear ,chemistry, organic"
21,davis,38.5449065,-121.7405167,"chemistry, multidisciplinary"
22,dover,51.126371,1.316198,"chemistry, organic"
23,bangalore,12.9715987,77.5945627,"chemistry, organic"
25,sapporo,43.0620958,141.3543763,"chemistry, multidisciplinary"
26,"newark ,milan",40.735657,-74.1723667,"chemistry, inorganic & nuclear"
26,"newark ,milan",45.463681,9.1881714,"chemistry, inorganic & nuclear"
27,bethlehem,40.6259316,-75.3704579,"chemistry, multidisciplinary"
28,moscow,55.75,37.6166667,"chemistry, multidisciplinary"
29,sakai,10.73608,-2.036828,"chemistry, multidisciplinary"
31,funabashi,35.6947058,139.982618,"chemistry, multidisciplinary"
32,akron,41.0814447,-81.5190053,polymer science
33,los angeles,34.0522342,-118.2436849,polymer science
34,strasbourg,48.583148,7.747882,"chemistry, inorganic & nuclear ,chemistry, organic"
35,messina,38.1923323,15.5555232,"chemistry, inorganic & nuclear ,chemistry, organic"
37,pasadena,34.1477849,-118.1445155,"chemistry, multidisciplinary"
38,gainesville,29.6516344,-82.3248262,polymer science
39,annandale,38.8303905,-77.1963703,polymer science
42,moscow,55.75,37.6166667,"chemistry, physical"
46,belfast,54.5974433,-5.9340683,"chemistry, physical"
47,"rueil malmaison ,chiayi",48.882767,2.17693,"chemistry, physical"
47,"rueil malmaison ,chiayi",23.4588948,120.5739579,"chemistry, physical"
52,bangi,4.361698,18.555975,"chemistry, physical"
53,uxbridge,51.5485,-0.479611,"chemistry, physical"
56,pasadena,34.1477849,-118.1445155,"chemistry, physical"
57,amsterdam,52.3702157,4.8951679,"chemistry, physical"
59,ghent,51.053468,3.73038,"chemistry, physical"
61,berkeley,37.8715926,-122.272747,"chemistry, multidisciplinary"
62,"pasadena ,irvine",34.1477849,-118.1445155,"chemistry, multidisciplinary"
62,"pasadena ,irvine",33.6839473,-117.7946942,"chemistry, multidisciplinary"
63,serdang,5.209033,100.61658,"chemistry, multidisciplinary"
64,new york,40.7143528,-74.0059731,"chemistry, inorganic & nuclear ,chemistry, organic"
65,iowa city,41.6611277,-91.5301683,"chemistry, inorganic & nuclear ,chemistry, organic"
66,"pisa ,florence ,bologna",43.7161354,10.3965843,"chemistry, inorganic & nuclear ,chemistry, organic"
66,"pisa ,florence ,bologna",43.7687324,11.2569013,"chemistry, inorganic & nuclear ,chemistry, organic"
66,"pisa ,florence ,bologna",44.4941903,11.3465185,"chemistry, inorganic & nuclear ,chemistry, organic"
68,newcastle upon tyne,54.978252,-1.61778,"chemistry, inorganic & nuclear"
69,milwaukee,43.0389025,-87.9064736,"chemistry, physical ,physics, condensed matter"
70,ithaca,42.4439614,-76.5018807,"chemistry, multidisciplinary"
71,amsterdam,52.3702157,4.8951679,"chemistry, physical"
72,"graz ,halle ,merseburg",47.070714,15.439504,polymer science
72,"graz ,halle ,merseburg",51.47971,11.96864,polymer science
72,"graz ,halle ,merseburg",51.3563278,11.9917462,polymer science
74,bloomington,39.165325,-86.5263857,"chemistry, inorganic & nuclear"
75,rochester,43.16103,-77.6109219,polymer science
79,berkeley,37.8715926,-122.272747,"chemistry, multidisciplinary"
80,"mobile ,auburn",37.8715926,-122.272747,"chemistry, inorganic & nuclear"
80,"mobile ,auburn",32.6098566,-85.4807825,"chemistry, inorganic & nuclear"
81,pasadena,34.1477849,-118.1445155,"chemistry, inorganic & nuclear ,chemistry, organic"
82,stanford,37.42315,-122.1766417,"chemistry, inorganic & nuclear ,chemistry, organic"
83,marburg,50.8021728,8.7667933,polymer science
84,lexington,38.0405837,-84.5037164,"chemistry, multidisciplinary"
85,amsterdam,52.3702157,4.8951679,"chemistry, physical"
86,"nice ,paris",43.696036,7.265592,"chemistry, inorganic & nuclear ,crystallography"
86,"nice ,paris",48.856614,2.3522219,"chemistry, inorganic & nuclear ,crystallography"
87,"cambridge ,durham",42.3736158,-71.1097335,polymer science
87,"cambridge ,durham",35.9940329,-78.898619,polymer science
89,salt lake city,40.7607793,-111.8910474,"chemistry, multidisciplinary"
91,pasadena,34.1477849,-118.1445155,"chemistry, multidisciplinary"
94,cambridge,42.3736158,-71.1097335,polymer science
95,moscow,55.75,37.6166667,polymer science
97,cambridge,42.3736158,-71.1097335,"chemistry, multidisciplinary"
98,moscow,55.75,37.6166667,"chemistry, physical"
